,cust_id,activated_date,last_payment_date,cash_advance,credit_limit,cashad_as_prc_of_creditlim
3529,13628,2020-02,2020-10-18,1607.410863,3500.0,0.4592602465714286
3530,13629,2020-02,2020-08-22,3143.218022,9000.0,0.3492464468888889
3531,13630,2020-02,2020-06-27,1637.416111,9000.0,0.18193512344444446
3532,13631,2020-02,2020-05-12,0.0,3500.0,0.0
3533,13632,2020-02,2020-10-17,584.439061,6000.0,0.09740651016666667
3534,13633,2020-02,2020-08-04,3213.624456,4000.0,0.803406114
3535,13634,2020-02,2020-10-18,451.815934,1200.0,0.37651327833333337
3536,13635,2020-02,2020-06-02,789.024025,4200.0,0.18786286309523811
3537,13636,2020-02,2020-11-04,3440.35465,3600.0,0.9556540694444445
3538,13637,2020-02,2020-11-05,0.0,4100.0,0.0
3539,13638,2020-02,2020-10-01,0.0,6000.0,0.0
3540,13639,2020-02,2020-09-15,2191.862613,5500.0,0.39852047509090904
3541,13640,2020-02,2020-05-01,0.0,7500.0,0.0
3542,13641,2020-02,2020-05-28,0.0,10500.0,0.0
3543,13642,2020-02,2020-04-27,0.0,1800.0,0.0
3544,13643,2020-02,2020-08-30,99.27619,1700.0,0.05839775882352941
3545,13644,2020-02,2020-04-25,0.0,3500.0,0.0
3546,13645,2020-02,2020-11-02,9968.184827,10500.0,0.9493509359047618
3547,13646,2020-02,2020-05-16,1101.192457,1000.0,1.101192457
3548,13647,2020-02,2020-08-04,5737.671452,9500.0,0.603965416
3549,13648,2020-02,2020-04-26,1189.418695,5650.0,0.2105165831858407
3550,13649,2020-02,2020-10-26,145.998161,3000.0,0.04866605366666667
3551,13650,2020-02,2020-07-03,0.0,7000.0,0.0
3552,13651,2020-02,2020-06-03,0.0,2400.0,0.0
3553,13652,2020-02,2020-05-13,3473.011991,5000.0,0.6946023981999999
3554,13653,2020-02,2020-05-20,0.0,9500.0,0.0
3555,13654,2020-02,2020-04-27,2402.323391,5000.0,0.4804646782
3556,13655,2020-02,2020-07-09,19862.87844,16500.0,1.2038108145454545
3557,13656,2020-02,2020-05-14,1710.197063,7500.0,0.22802627506666667
3558,13657,2020-02,2020-10-17,0.0,1700.0,0.0
3559,13658,2020-02,2020-06-20,929.641923,2700.0,0.3443118233333333
3560,13659,2020-02,2020-11-07,0.0,1200.0,0.0
3561,13660,2020-02,2020-07-14,10717.89195,7000.0,1.5311274214285713
3562,13661,2020-02,2020-07-15,272.884393,1200.0,0.22740366083333333
3563,13662,2020-02,2020-05-12,1845.164653,4000.0,0.46129116325
3564,13663,2020-02,2020-08-17,273.882354,1200.0,0.228235295
3565,13664,2020-02,2020-10-25,0.0,1000.0,0.0
3566,13665,2020-02,2020-08-18,1984.802386,1800.0,1.1026679922222222
3567,13666,2020-02,2020-07-16,1101.246941,8200.0,0.1342984074390244
3568,13668,2020-02,2020-06-23,2169.972526,4000.0,0.5424931315
3569,13669,2020-02,2020-10-02,0.0,1300.0,0.0
3570,13670,2020-02,2020-07-27,2359.135053,7000.0,0.3370192932857143
3571,13671,2020-02,2020-09-21,3521.075329,8500.0,0.41424415635294115
3572,13672,2020-02,2020-11-01,9423.621866,10500.0,0.8974877967619047
3573,13673,2020-02,2020-10-02,1865.578447,7000.0,0.26651120671428574
3574,13674,2020-02,2020-05-24,0.0,2500.0,0.0
3575,13675,2020-02,2020-07-23,2763.612473,5000.0,0.5527224946
3576,13676,2020-02,2020-05-15,1785.847822,3400.0,0.5252493594117646
3577,13677,2020-02,2020-08-01,0.0,5000.0,0.0
3578,13678,2020-02,2020-07-30,901.458485,3000.0,0.30048616166666664
3579,13679,2020-02,2020-05-16,490.16229,1800.0,0.27231238333333335
3580,13680,2020-02,2020-07-08,0.0,1800.0,0.0
3581,13681,2020-02,2020-09-23,0.0,2500.0,0.0
3582,13682,2020-02,2020-07-17,0.0,4000.0,0.0
3583,13683,2020-02,2020-05-17,0.0,300.0,0.0
3584,13684,2020-02,2020-05-06,103.334378,6500.0,0.015897596615384615
3585,13685,2020-02,2020-09-10,1270.995476,10000.0,0.1270995476
3586,13686,2020-02,2020-06-01,0.0,7000.0,0.0
3587,13687,2020-02,2020-07-08,48.568786,1500.0,0.03237919066666667
3588,13688,2020-02,2020-07-19,0.0,4000.0,0.0
3589,13689,2020-02,2020-05-02,944.4812,2500.0,0.37779248
3590,13690,2020-02,2020-05-28,0.0,1800.0,0.0
3591,13691,2020-02,2020-06-20,0.0,3000.0,0.0
3592,13692,2020-02,2020-10-20,4781.140751,5500.0,0.8692983183636364
3593,13693,2020-02,2020-09-05,935.750295,4500.0,0.20794451
3594,13694,2020-02,2020-08-04,2318.489037,7500.0,0.3091318716
3595,13695,2020-02,2020-06-13,1363.827125,1500.0,0.9092180833333333
3596,13696,2020-02,2020-04-25,0.0,6000.0,0.0
3597,13697,2020-02,2020-09-24,1654.916972,1800.0,0.9193983177777778
3598,13698,2020-02,2020-10-08,182.209576,8800.0,0.020705633636363636
3599,13699,2020-02,2020-05-25,1058.554385,1800.0,0.5880857694444444
3600,13701,2020-02,2020-11-02,871.199257,500.0,1.742398514
3601,13702,2020-02,2020-07-25,0.0,2400.0,0.0
3602,13703,2020-02,2020-08-08,99.079907,5600.0,0.017692840535714287
3603,13704,2020-02,2020-05-02,0.0,16000.0,0.0
3604,13705,2020-02,2020-08-04,0.0,5000.0,0.0
3605,13706,2020-02,2020-06-13,3866.409521,10000.0,0.3866409521
3606,13707,2020-02,2020-06-24,551.890714,1800.0,0.3066059522222222
3607,13708,2020-02,2020-05-31,661.025022,1500.0,0.44068334800000003
3608,13709,2020-02,2020-06-06,842.262706,2300.0,0.3662011765217391
3609,13710,2020-02,2020-06-18,0.0,6000.0,0.0
3610,13711,2020-02,2020-09-30,0.0,12000.0,0.0
3611,13712,2020-02,2020-07-11,2220.225056,2000.0,1.1101125280000002
3612,13713,2020-02,2020-08-22,0.0,5400.0,0.0
3613,13714,2020-02,2020-08-24,0.0,12000.0,0.0
3614,13715,2020-02,2020-09-06,0.0,4800.0,0.0
3615,13717,2020-02,2020-06-15,2592.238013,8000.0,0.32402975162500003
3616,13718,2020-02,2020-07-08,0.0,8500.0,0.0
3617,13719,2020-02,2020-09-21,0.0,6000.0,0.0
3618,13720,2020-02,2020-08-22,229.950859,3000.0,0.07665028633333333
3619,13721,2020-02,2020-05-29,0.0,3100.0,0.0
3620,13722,2020-02,2020-06-24,0.0,7500.0,0.0
3621,13723,2020-02,2020-09-05,0.0,1400.0,0.0
3622,13724,2020-02,2020-06-26,19.719684,1200.0,0.01643307
3623,13725,2020-02,2020-06-22,840.962414,7500.0,0.11212832186666666
3624,13726,2020-02,2020-05-24,4588.030733,9500.0,0.4829506034736842
3625,13727,2020-02,2020-11-03,4350.228299,10000.0,0.4350228299
3626,13728,2020-02,2020-06-25,0.0,1200.0,0.0
3627,13729,2020-02,2020-07-25,0.0,4000.0,0.0
3628,13730,2020-02,2020-09-11,0.0,1000.0,0.0
3629,13731,2020-02,2020-09-22,223.285625,1800.0,0.12404756944444445
3630,13732,2020-02,2020-09-13,3425.647464,7000.0,0.4893782091428572
3631,13733,2020-02,2020-09-29,0.0,1200.0,0.0
3632,13734,2020-02,2020-07-22,0.0,4000.0,0.0
3633,13735,2020-02,2020-06-23,0.0,3000.0,0.0
3634,13736,2020-02,2020-10-22,0.0,9500.0,0.0
3635,13737,2020-02,2020-09-13,5074.475131,4500.0,1.1276611402222223
3636,13738,2020-02,2020-10-31,0.0,1000.0,0.0
3637,13739,2020-02,2020-05-30,0.0,7000.0,0.0
3638,13740,2020-02,2020-06-14,1280.42318,6000.0,0.21340386333333333
3639,13741,2020-02,2020-10-14,4843.394482,13000.0,0.3725688063076923
3640,13742,2020-02,2020-04-23,298.390512,7000.0,0.042627216
3641,13743,2020-02,2020-10-01,325.379938,2500.0,0.1301519752
3642,13744,2020-02,2020-08-03,11582.49911,11500.0,1.007173835652174
3643,13745,2020-02,2020-07-28,983.2321,4500.0,0.2184960222222222
3644,13746,2020-02,2020-08-31,2241.427898,15500.0,0.14460825148387096
3645,13747,2020-02,2020-07-06,1957.772343,8000.0,0.244721542875
3646,13748,2020-02,2020-04-24,8075.196634,6000.0,1.3458661056666668
3647,13749,2020-02,2020-05-07,0.0,1000.0,0.0
3648,13750,2020-02,2020-08-28,1434.174341,6000.0,0.2390290568333333
3649,13751,2020-02,2020-08-25,1330.106689,1500.0,0.8867377926666666
3650,13752,2020-02,2020-07-15,3431.707208,4000.0,0.8579268019999999
3651,13753,2020-02,2020-09-27,0.0,7500.0,0.0
3652,13754,2020-02,2020-10-23,553.632474,2100.0,0.2636345114285714
3653,13755,2020-02,2020-05-22,0.0,17000.0,0.0
3654,13756,2020-02,2020-08-02,1444.251462,1600.0,0.9026571637499999
3655,13757,2020-02,2020-09-19,142.304216,1500.0,0.09486947733333333
3656,13758,2020-02,2020-06-01,0.0,9500.0,0.0
3657,13759,2020-02,2020-09-23,3798.701398,4500.0,0.8441558662222223
3658,13760,2020-02,2020-08-23,0.0,7000.0,0.0
3659,13761,2020-02,2020-11-02,0.0,8000.0,0.0
3660,13762,2020-02,2020-09-30,0.0,25000.0,0.0
3661,13763,2020-02,2020-06-02,0.0,5300.0,0.0
3662,13764,2020-02,2020-09-09,1370.18527,1800.0,0.7612140388888888
3663,13765,2020-02,2020-08-31,0.0,5000.0,0.0
3664,13767,2020-02,2020-10-03,0.0,8000.0,0.0
3665,13768,2020-02,2020-04-26,2337.837011,6500.0,0.3596672324615385
3666,13769,2020-02,2020-06-07,0.0,1200.0,0.0
3667,13770,2020-02,2020-08-10,2557.006793,7600.0,0.3364482622368421
3668,13771,2020-02,2020-08-30,0.0,3000.0,0.0
3669,13772,2020-02,2020-09-21,1428.188333,7000.0,0.20402690471428572
3670,13773,2020-02,2020-07-01,0.0,8500.0,0.0
3671,13774,2020-02,2020-10-19,0.0,1000.0,0.0
3672,13775,2020-02,2020-08-19,3610.57243,7500.0,0.48140965733333335
3673,13776,2020-02,2020-05-19,472.46147,1600.0,0.29528841875
3674,13777,2020-02,2020-07-07,0.0,3100.0,0.0
3675,13778,2020-02,2020-09-11,0.0,7500.0,0.0
3676,13779,2020-02,2020-10-03,0.0,1200.0,0.0
3677,13780,2020-02,2020-07-28,0.0,8500.0,0.0
3678,13781,2020-02,2020-09-05,4440.766432,10000.0,0.4440766432
3679,13782,2020-02,2020-09-01,0.0,2000.0,0.0
3680,13783,2020-02,2020-07-20,2189.894057,1700.0,1.2881729747058823
3681,13784,2020-02,2020-10-12,0.0,4000.0,0.0
3682,13785,2020-02,2020-10-30,906.383436,2500.0,0.36255337439999996
3683,13786,2020-02,2020-08-05,106.899407,4000.0,0.02672485175
3684,13787,2020-02,2020-08-01,1392.472408,1500.0,0.9283149386666667
3685,13788,2020-02,2020-10-30,0.0,3000.0,0.0
3686,13789,2020-02,2020-04-30,0.0,6500.0,0.0
3687,13790,2020-02,2020-06-04,121.072144,1500.0,0.08071476266666666
3688,13791,2020-02,2020-06-30,553.500582,10500.0,0.05271434114285714
3689,13792,2020-02,2020-10-21,0.0,1500.0,0.0
3690,13793,2020-02,2020-08-25,0.0,8500.0,0.0
3691,13794,2020-02,2020-10-14,947.496827,8000.0,0.118437103375
3692,13795,2020-02,2020-10-13,0.0,21000.0,0.0
3693,13796,2020-02,2020-05-03,0.0,13500.0,0.0
3694,13797,2020-02,2020-07-01,0.0,9000.0,0.0
3695,13798,2020-02,2020-07-05,0.0,3500.0,0.0
3696,13799,2020-02,2020-09-04,0.0,6000.0,0.0
3697,13800,2020-02,2020-05-15,5881.182495,7000.0,0.8401689278571428
3698,13801,2020-02,2020-08-23,0.0,1000.0,0.0
3699,13802,2020-02,2020-10-09,469.074937,12000.0,0.03908957808333333
3700,13803,2020-02,2020-08-16,0.0,9000.0,0.0
3701,13804,2020-02,2020-11-01,921.067126,9000.0,0.10234079177777779
3702,13805,2020-02,2020-07-11,0.0,1200.0,0.0
3703,13806,2020-02,2020-04-23,373.338524,5200.0,0.07179587
3704,13807,2020-02,2020-09-16,559.653063,2000.0,0.2798265315
3705,13809,2020-02,2020-11-06,0.0,7500.0,0.0
3706,13810,2020-02,2020-10-25,0.0,17500.0,0.0
3707,13811,2020-02,2020-08-12,99.651002,5000.0,0.0199302004
3708,13812,2020-02,2020-05-17,0.0,11500.0,0.0
3709,13813,2020-02,2020-08-11,0.0,8000.0,0.0
3710,13814,2020-02,2020-07-05,917.200952,3500.0,0.26205741485714285
3711,13815,2020-02,2020-05-09,0.0,9000.0,0.0
3712,13816,2020-02,2020-09-03,0.0,8000.0,0.0
3713,13817,2020-02,2020-08-11,5967.801306,12000.0,0.49731677550000003
3714,13819,2020-02,2020-06-16,0.0,1000.0,0.0
3715,13820,2020-02,2020-06-16,0.0,3000.0,0.0
3716,13821,2020-02,2020-10-11,0.0,3500.0,0.0
3717,13822,2020-02,2020-10-08,2811.456765,6000.0,0.4685761275
3718,13823,2020-02,2020-08-18,0.0,1000.0,0.0
3719,13824,2020-02,2020-05-10,898.218922,1400.0,0.6415849442857143
3720,13825,2020-02,2020-09-16,0.0,7000.0,0.0
3721,13826,2020-02,2020-05-22,3815.281397,5500.0,0.6936875267272727
3722,13827,2020-02,2020-05-29,5338.547155,6000.0,0.8897578591666667
3723,13828,2020-02,2020-09-08,2718.185493,3500.0,0.7766244265714286
3724,13829,2020-02,2020-07-11,397.992799,3500.0,0.11371222828571428
3725,13830,2020-02,2020-07-24,115.413927,1800.0,0.06411884833333334
3726,13831,2020-02,2020-05-27,0.0,6000.0,0.0
3727,13832,2020-02,2020-07-08,0.0,11500.0,0.0
3728,13833,2020-02,2020-06-07,0.0,2000.0,0.0
3729,13834,2020-02,2020-05-22,0.0,4800.0,0.0
3730,13835,2020-02,2020-05-30,0.0,6500.0,0.0
3731,13836,2020-02,2020-09-03,0.0,5000.0,0.0
3732,13837,2020-02,2020-06-14,74.22288,1200.0,0.0618524
3733,13838,2020-02,2020-06-19,0.0,3000.0,0.0
3734,13839,2020-02,2020-11-04,7003.112284,2500.0,2.8012449135999997
3735,13840,2020-02,2020-07-13,2157.382814,10000.0,0.2157382814
3736,13841,2020-02,2020-08-25,1460.353036,3500.0,0.41724372457142855
3737,13842,2020-02,2020-08-21,1803.238152,14000.0,0.12880272514285715
3738,13843,2020-02,2020-07-06,4469.29969,3000.0,1.4897665633333332
3739,13844,2020-02,2020-10-31,0.0,8500.0,0.0
3740,13845,2020-02,2020-10-21,19.081161,1200.0,0.0159009675
3741,13846,2020-02,2020-07-31,0.0,4000.0,0.0
3742,13847,2020-02,2020-11-03,1848.938533,2000.0,0.9244692665
3743,13848,2020-02,2020-05-19,0.0,6000.0,0.0
3744,13849,2020-02,2020-08-10,0.0,9500.0,0.0
3745,13850,2020-02,2020-06-30,2685.118122,9500.0,0.2826440128421053
3746,13851,2020-02,2020-04-25,0.0,4300.0,0.0
3747,13852,2020-02,2020-05-23,0.0,6500.0,0.0
3748,13853,2020-02,2020-05-17,0.0,2000.0,0.0
3749,13855,2020-02,2020-09-10,0.0,1500.0,0.0
3750,13856,2020-02,2020-09-29,1249.383941,6700.0,0.18647521507462686
3751,13857,2020-02,2020-06-04,0.0,2900.0,0.0
3752,13858,2020-02,2020-10-04,2421.366568,8000.0,0.302670821
3753,13859,2020-02,2020-07-01,552.821008,1200.0,0.46068417333333334
3754,13860,2020-02,2020-06-09,5802.393776,6000.0,0.9670656293333333
3755,13861,2020-02,2020-08-03,99.30138,6000.0,0.01655023
3756,13862,2020-02,2020-05-03,801.879454,1000.0,0.801879454
3757,13863,2020-02,2020-06-14,0.0,2500.0,0.0
3758,13864,2020-02,2020-10-23,0.0,7000.0,0.0
3759,13865,2020-02,2020-07-22,4258.489193,6000.0,0.7097481988333334
3760,13866,2020-02,2020-10-17,952.495425,1500.0,0.63499695
3761,13867,2020-02,2020-06-07,450.089413,5000.0,0.0900178826
3762,13868,2020-02,2020-10-01,0.0,4500.0,0.0
3763,13869,2020-02,2020-08-18,2132.877903,4000.0,0.5332194757500001
3764,13870,2020-02,2020-11-05,0.0,9500.0,0.0
3765,13871,2020-02,2020-10-31,56.662525,1200.0,0.04721877083333333
3766,13872,2020-02,2020-10-02,261.393051,10000.0,0.026139305100000003
3767,13873,2020-02,2020-07-05,2078.88662,9000.0,0.23098740222222225
3768,13874,2020-02,2020-07-02,404.036972,4500.0,0.08978599377777778
3769,13875,2020-02,2020-09-13,0.0,6000.0,0.0
3770,13876,2020-02,2020-07-20,451.336788,1800.0,0.25074266
3771,13877,2020-02,2020-05-14,64.517949,12000.0,0.00537649575
3772,13878,2020-02,2020-06-09,11657.31244,13000.0,0.8967163415384615
3773,13879,2020-02,2020-07-18,134.752225,200.0,0.6737611250000001
3774,13881,2020-02,2020-09-23,0.0,4000.0,0.0
3775,13882,2020-02,2020-06-27,0.0,1500.0,0.0
3776,13883,2020-02,2020-09-26,5817.204294,9000.0,0.6463560326666666
3777,13884,2020-02,2020-09-11,7216.567867,13000.0,0.5551206051538461
3778,13885,2020-02,2020-08-20,0.0,6000.0,0.0
3779,13886,2020-02,2020-08-07,0.0,10000.0,0.0
3780,13887,2020-02,2020-06-11,0.0,1500.0,0.0
3781,13888,2020-02,2020-08-03,353.621982,1500.0,0.235747988
3782,13889,2020-02,2020-08-25,1281.15107,5000.0,0.25623021399999996
3783,13890,2020-02,2020-11-01,0.0,4000.0,0.0
3784,13891,2020-02,2020-08-07,0.0,8000.0,0.0
3785,13892,2020-02,2020-07-12,272.436416,1200.0,0.22703034666666666
3786,13893,2020-02,2020-08-18,1051.790943,7000.0,0.150255849
3787,13894,2020-02,2020-08-12,0.0,2500.0,0.0
3788,13895,2020-02,2020-10-12,0.0,4000.0,0.0
3789,13896,2020-02,2020-08-05,0.0,16500.0,0.0
3790,13897,2020-02,2020-09-18,0.0,5000.0,0.0
3791,13898,2020-02,2020-07-05,7412.140941,7500.0,0.9882854588
3792,13899,2020-02,2020-10-15,0.0,7600.0,0.0
3793,13900,2020-02,2020-10-02,299.710379,9950.0,0.030121646130653264
3794,13901,2020-02,2020-10-23,0.0,1500.0,0.0
3795,13902,2020-02,2020-09-26,0.0,9500.0,0.0
3796,13903,2020-02,2020-08-28,0.0,600.0,0.0
3797,13904,2020-02,2020-11-04,1095.478557,6000.0,0.1825797595
3798,13905,2020-02,2020-10-31,0.0,1600.0,0.0
3799,13906,2020-02,2020-08-09,0.0,10500.0,0.0
3800,13907,2020-02,2020-07-23,0.0,4500.0,0.0
3801,13908,2020-02,2020-08-24,2880.208755,5500.0,0.5236743190909091
3802,13909,2020-02,2020-07-02,0.0,4500.0,0.0
3803,13910,2020-02,2020-08-29,491.329785,6000.0,0.0818882975
3804,13911,2020-02,2020-06-04,0.0,4500.0,0.0
3805,13912,2020-02,2020-11-02,1347.646329,7500.0,0.1796861772
3806,13913,2020-02,2020-10-27,0.0,9500.0,0.0
3807,13914,2020-02,2020-06-23,20712.67008,16500.0,1.2553133381818182
3808,13915,2020-02,2020-06-05,0.0,6000.0,0.0
3809,13916,2020-02,2020-08-05,0.0,1900.0,0.0
3810,13917,2020-02,2020-07-26,0.0,5500.0,0.0
3811,13918,2020-02,2020-07-27,54.180326,1800.0,0.03010018111111111
3812,13919,2020-02,2020-05-19,1845.4779,1700.0,1.0855752352941177
3813,13920,2020-02,2020-05-30,232.702808,2000.0,0.116351404
3814,13921,2020-02,2020-09-23,886.266785,1500.0,0.5908445233333334
3815,13922,2020-02,2020-08-11,740.863461,3000.0,0.246954487
3816,13923,2020-02,2020-09-22,0.0,2500.0,0.0
3817,13924,2020-02,2020-05-17,0.0,1000.0,0.0
3818,13925,2020-02,2020-08-23,2990.165538,3000.0,0.996721846
3819,13926,2020-02,2020-05-29,3701.78388,3000.0,1.23392796
3820,13927,2020-02,2020-07-19,0.0,3000.0,0.0
3821,13928,2020-02,2020-08-07,0.0,7000.0,0.0
3822,13929,2020-02,2020-08-15,4621.713196,3500.0,1.3204894845714286
3823,13930,2020-02,2020-10-25,4835.129243,8000.0,0.604391155375
3824,13931,2020-02,2020-10-27,0.0,7500.0,0.0
3825,13932,2020-02,2020-09-18,0.0,7500.0,0.0
3826,13933,2020-02,2020-08-03,3667.84151,5000.0,0.733568302
3827,13934,2020-02,2020-10-31,1998.061069,3000.0,0.6660203563333333
3828,13935,2020-02,2020-06-16,0.0,7000.0,0.0
3829,13936,2020-02,2020-06-01,196.593829,4500.0,0.043687517555555555
3830,13937,2020-02,2020-06-30,569.881041,3500.0,0.16282315457142857
3831,13938,2020-02,2020-10-18,0.0,1700.0,0.0
3832,13939,2020-02,2020-04-30,2804.289646,9000.0,0.3115877384444445
3833,13940,2020-02,2020-10-30,0.0,1800.0,0.0
3834,13941,2020-02,2020-10-01,0.0,1700.0,0.0
3835,13942,2020-02,2020-05-25,1001.605022,1150.0,0.8709608886956521
3836,13943,2020-02,2020-05-21,796.641859,10500.0,0.07587065323809523
3837,13944,2020-02,2020-04-27,0.0,7000.0,0.0
3838,13945,2020-02,2020-10-23,4066.421468,3500.0,1.1618347051428572
3839,13946,2020-02,2020-07-10,0.0,5000.0,0.0
3840,13947,2020-02,2020-10-24,300.531629,2500.0,0.1202126516
3841,13948,2020-02,2020-09-15,4070.445699,11000.0,0.3700405180909091
3842,13949,2020-02,2020-10-04,0.0,1500.0,0.0
3843,13950,2020-02,2020-08-27,0.0,9000.0,0.0
3844,13951,2020-02,2020-05-21,0.0,5000.0,0.0
3845,13952,2020-02,2020-09-21,0.0,1700.0,0.0
3846,13953,2020-02,2020-05-21,1170.273287,1200.0,0.9752277391666666
3847,13954,2020-02,2020-05-09,0.0,6150.0,0.0
3848,13955,2020-02,2020-06-07,0.0,4000.0,0.0
3849,13956,2020-02,2020-06-13,2843.482435,4000.0,0.71087060875
3850,13957,2020-02,2020-05-27,0.0,1000.0,0.0
3851,13958,2020-02,2020-10-19,289.822557,2000.0,0.14491127850000002
3852,13959,2020-02,2020-09-04,0.0,4000.0,0.0
3853,13960,2020-02,2020-08-08,0.0,2500.0,0.0
3854,13961,2020-02,2020-08-01,0.0,5500.0,0.0
3855,13962,2020-02,2020-07-26,0.0,1500.0,0.0
3856,13964,2020-02,2020-10-19,190.242856,6000.0,0.03170714266666667
3857,13965,2020-02,2020-08-23,0.0,3000.0,0.0
3858,13966,2020-02,2020-09-22,0.0,5000.0,0.0
3859,13967,2020-02,2020-10-09,4269.018258,7500.0,0.5692024344
3860,13968,2020-02,2020-10-06,554.604914,4500.0,0.12324553644444444
3861,13969,2020-02,2020-04-26,2304.727023,2500.0,0.9218908092
3862,13970,2020-02,2020-11-03,0.0,7500.0,0.0
3863,13971,2020-02,2020-05-04,656.112456,6800.0,0.09648712588235293
3864,13972,2020-02,2020-08-27,0.0,1700.0,0.0
3865,13973,2020-02,2020-09-25,0.0,9500.0,0.0
3866,13974,2020-02,2020-10-27,0.0,5200.0,0.0
3867,13975,2020-02,2020-11-01,0.0,6000.0,0.0
3868,13977,2020-02,2020-06-15,699.804757,1500.0,0.4665365046666667
3869,13978,2020-02,2020-07-23,0.0,12000.0,0.0
3870,13979,2020-02,2020-09-08,0.0,2000.0,0.0
3871,13980,2020-02,2020-06-22,0.0,18000.0,0.0
3872,13981,2020-02,2020-07-07,2344.901285,7500.0,0.31265350466666664
3873,13982,2020-02,2020-07-29,0.0,6000.0,0.0
3874,13983,2020-02,2020-08-25,0.0,4000.0,0.0
3875,13984,2020-02,2020-06-08,2866.563908,8000.0,0.35832048850000003
3876,13985,2020-02,2020-04-23,2019.865472,7500.0,0.2693153962666667
3877,13986,2020-02,2020-06-02,1138.457723,4500.0,0.2529906051111111
3878,13987,2020-02,2020-06-08,0.0,4000.0,0.0
3879,13988,2020-02,2020-05-14,0.0,10000.0,0.0
3880,13989,2020-02,2020-06-20,0.0,3000.0,0.0
3881,13990,2020-02,2020-09-05,522.551112,12500.0,0.04180408896
3882,13991,2020-02,2020-08-11,0.0,1000.0,0.0
3883,13992,2020-02,2020-08-10,1314.443111,3000.0,0.43814770366666667
3884,13993,2020-02,2020-05-01,0.0,10000.0,0.0
3885,13994,2020-02,2020-05-24,1029.77967,1500.0,0.6865197799999999
3886,13995,2020-02,2020-07-07,0.0,7000.0,0.0
3887,13996,2020-02,2020-07-18,1829.712153,6000.0,0.3049520255
3888,13997,2020-02,2020-07-20,0.0,4300.0,0.0
3889,13998,2020-02,2020-09-06,0.0,7500.0,0.0
3890,13999,2020-02,2020-05-08,4467.667258,2500.0,1.7870669032000002
3891,14000,2020-02,2020-06-03,2525.736564,12000.0,0.21047804699999997
3892,14001,2020-02,2020-05-10,1414.866215,1500.0,0.9432441433333334
3893,14002,2020-02,2020-05-19,0.0,5000.0,0.0
3894,14003,2020-02,2020-08-28,0.0,1200.0,0.0
3895,14004,2020-02,2020-08-11,490.12386,1200.0,0.40843655
3896,14005,2020-02,2020-10-09,1306.18399,6000.0,0.21769733166666666
3897,14006,2020-02,2020-09-08,265.018687,5000.0,0.0530037374
3898,14007,2020-02,2020-07-27,0.0,2000.0,0.0
3899,14008,2020-02,2020-05-27,0.0,1200.0,0.0
3900,14009,2020-02,2020-11-02,0.0,6500.0,0.0
3901,14010,2020-02,2020-04-28,0.0,5000.0,0.0
3902,14011,2020-02,2020-07-26,995.015703,4000.0,0.24875392575000002
3903,14012,2020-02,2020-09-07,0.0,4000.0,0.0
3904,14013,2020-02,2020-05-23,1784.023712,3500.0,0.5097210605714285
3905,14014,2020-02,2020-06-21,3233.145994,3500.0,0.9237559982857143
3906,14015,2020-02,2020-05-03,0.0,7000.0,0.0
3907,14016,2020-02,2020-10-31,4639.195255,6000.0,0.7731992091666666
3908,14017,2020-02,2020-07-11,690.668996,1200.0,0.5755574966666667
3909,14018,2020-02,2020-08-09,14836.45141,18000.0,0.8242473005555555
3910,14019,2020-02,2020-07-02,753.22315,1700.0,0.4430724411764706
3911,14020,2020-02,2020-10-11,0.0,10500.0,0.0
3912,14021,2020-02,2020-09-22,1124.284462,1200.0,0.9369037183333334
3913,14022,2020-02,2020-09-01,252.98756,1500.0,0.16865837333333333
3914,14023,2020-02,2020-10-31,0.0,5000.0,0.0
3915,14024,2020-02,2020-07-25,0.0,1500.0,0.0
3916,14026,2020-02,2020-09-06,0.0,2500.0,0.0
3917,14027,2020-02,2020-10-14,0.0,10000.0,0.0
3918,14028,2020-02,2020-06-27,432.263451,2500.0,0.1729053804
3919,14029,2020-02,2020-09-18,0.0,4700.0,0.0
3920,14030,2020-02,2020-09-13,0.0,1500.0,0.0
3921,14031,2020-02,2020-07-28,0.0,2000.0,0.0
3922,14032,2020-02,2020-09-23,366.077141,10000.0,0.0366077141
3923,14033,2020-02,2020-10-16,4157.651522,5500.0,0.7559366403636364
3924,14034,2020-02,2020-05-04,657.525213,3000.0,0.219175071
3925,14035,2020-02,2020-10-26,367.516136,4500.0,0.08167025244444445
3926,14036,2020-02,2020-07-09,3517.845954,12500.0,0.28142767632
3927,14037,2020-02,2020-08-24,0.0,3000.0,0.0
3928,14038,2020-02,2020-07-15,0.0,4500.0,0.0
3929,14039,2020-02,2020-10-05,0.0,3000.0,0.0
3930,14040,2020-02,2020-06-04,123.468228,3000.0,0.041156076
3931,14041,2020-02,2020-05-31,7363.303617,12500.0,0.58906428936
3932,14042,2020-02,2020-08-21,244.694657,3000.0,0.08156488566666667
3933,14043,2020-02,2020-09-27,1068.614851,5500.0,0.1942936092727273
3934,14044,2020-02,2020-07-05,991.09837,2500.0,0.396439348
3935,14045,2020-02,2020-08-20,1359.175968,3500.0,0.3883359908571429
3936,14046,2020-02,2020-06-11,0.0,3200.0,0.0
3937,14047,2020-02,2020-10-22,1365.172054,9500.0,0.1437023214736842
3938,14048,2020-02,2020-06-11,0.0,12000.0,0.0
